Métamodèle 1	Élément 1	Description Élément 1	Métamodèle 2	Élément 2	Description Élément 2	Correspondance
Python	Attribute	A variable associated with a class	Java	Class	A blueprint for creating objects	0
Python	Attribute	A variable associated with a class	Java	Method	A block of code that defines behavior	0
Python	Attribute	A variable associated with a class	Java	Field	A variable associated with a class	1
Python	Attribute	A variable associated with a class	Java	Package	A namespace that organizes a set of related classes and interfaces	0
Python	Attribute	A variable associated with a class	Java	ArrayList	A resizable array implementation	0
Python	Module	A file containing Python code	Java	Package	A namespace that organizes a set of related classes and interfaces	1
Python	Module	A file containing Python code	Java	Class	A blueprint for creating objects	0
Python	Module	A file containing Python code	Java	Method	A block of code that defines behavior	0
Python	Module	A file containing Python code	Java	Field	A variable associated with a class	0
Python	Module	A file containing Python code	Java	ArrayList	A resizable array implementation	0
Python	List	A collection of items	Java	ArrayList	A resizable array implementation	1
Python	List	A collection of items	Java	Class	A blueprint for creating objects	0
Python	List	A collection of items	Java	Method	A block of code that defines behavior	0
Python	List	A collection of items	Java	Field	A variable associated with a class	0
Python	List	A collection of items	Java	Package	A namespace that organizes a set of related classes and interfaces	0
JavaScript	Object	A collection of properties	JSON Schema	Object	A collection of key-value pairs	1
JavaScript	Object	A collection of properties	JSON Schema	Property	A field associated with a JSON object	0
JavaScript	Object	A collection of properties	JSON Schema	Function	A definition of a function	0
JavaScript	Object	A collection of properties	JSON Schema	Array	A list of elements in JSON	0
JavaScript	Object	A collection of properties	JSON Schema	Type	Defines the data type of a JSON value	0
JavaScript	Property	A field associated with an object	JSON Schema	Object	A collection of key-value pairs	0
JavaScript	Property	A field associated with an object	JSON Schema	Property	A field associated with a JSON object	1
JavaScript	Property	A field associated with an object	JSON Schema	Function	A definition of a function	0
JavaScript	Property	A field associated with an object	JSON Schema	Array	A list of elements in JSON	0
JavaScript	Property	A field associated with an object	JSON Schema	Type	Defines the data type of a JSON value	0
JavaScript	Function	A block of code designed to perform a task	JSON Schema	Object	A collection of key-value pairs	0
JavaScript	Function	A block of code designed to perform a task	JSON Schema	Property	A field associated with a JSON object	0
JavaScript	Function	A block of code designed to perform a task	JSON Schema	Function	A definition of a function	1
JavaScript	Function	A block of code designed to perform a task	JSON Schema	Array	A list of elements in JSON	0
JavaScript	Function	A block of code designed to perform a task	JSON Schema	Type	Defines the data type of a JSON value	0
JavaScript	Array	A list of elements	JSON Schema	Array	A list of elements in JSON	1
JavaScript	Array	A list of elements	JSON Schema	Object	A collection of key-value pairs	0
JavaScript	Array	A list of elements	JSON Schema	Property	A field associated with a JSON object	0
JavaScript	Array	A list of elements	JSON Schema	Function	A definition of a function	0
JavaScript	Array	A list of elements	JSON Schema	Type	Defines the data type of a JSON value	0
JavaScript	Variable	A container for storing data	JSON Schema	Type	Defines the data type of a JSON value	1
Python	Class	A blueprint for creating objects	XML Schema	Element	A building block of XML documents	1
Python	Class	A blueprint for creating objects	XML Schema	Attribute	A field in an XML element	0
Python	Class	A blueprint for creating objects	XML Schema	ComplexType	A complex data type definition in XML	0
Python	Class	A blueprint for creating objects	XML Schema	Schema	A structure that organizes XML elements	0
Python	Class	A blueprint for creating objects	XML Schema	Sequence	A sequence of XML elements	0
Python	Attribute	A variable associated with a class	XML Schema	Element	A building block of XML documents	0
Python	Attribute	A variable associated with a class	XML Schema	Attribute	A field in an XML element	1
Python	Attribute	A variable associated with a class	XML Schema	ComplexType	A complex data type definition in XML	0
Python	Attribute	A variable associated with a class	XML Schema	Schema	A structure that organizes XML elements	0
Python	Attribute	A variable associated with a class	XML Schema	Sequence	A sequence of XML elements	0
Python	Method	A function defined within a class	XML Schema	Element	A building block of XML documents	0
Python	Method	A function defined within a class	XML Schema	Attribute	A field in an XML element	0
Python	Method	A function defined within a class	XML Schema	ComplexType	A complex data type definition in XML	0
Python	Method	A function defined within a class	XML Schema	Schema	A structure that organizes XML elements	0
Python	Method	A function defined within a class	XML Schema	Sequence	A sequence of XML elements	0
Python	Module	A file containing Python code	XML Schema	Schema	A structure that organizes XML elements	1
Python	Module	A file containing Python code	XML Schema	Element	A building block of XML documents	0
Python	Module	A file containing Python code	XML Schema	Attribute	A field in an XML element	0
Python	Module	A file containing Python code	XML Schema	ComplexType	A complex data type definition in XML	0
Python	Module	A file containing Python code	XML Schema	Sequence	A sequence of XML elements	0
Python	List	A collection of items	XML Schema	Sequence	A sequence of XML elements	1
Python	List	A collection of items	XML Schema	Element	A building block of XML documents	0
Python	List	A collection of items	XML Schema	Attribute	A field in an XML element	0
Python	List	A collection of items	XML Schema	ComplexType	A complex data type definition in XML	0
Python	List	A collection of items	XML Schema	Schema	A structure that organizes XML elements	0
Java	Class	A blueprint for creating objects	JSON	Object	A collection of key-value pairs	1
Java	Class	A blueprint for creating objects	JSON	Property	A key-value pair within an object	0
Java	Class	A blueprint for creating objects	JSON	Function	A function defined within JSON	0
Java	Class	A blueprint for creating objects	JSON	Module	A reusable piece of JSON code	0
Java	Class	A blueprint for creating objects	JSON	Array	A list of elements in JSON	0
Java	Field	A variable associated with a class	JSON	Object	A collection of key-value pairs	0
Java	Field	A variable associated with a class	JSON	Property	A key-value pair within an object	1
Java	Field	A variable associated with a class	JSON	Function	A function defined within JSON	0
Java	Field	A variable associated with a class	JSON	Module	A reusable piece of JSON code	0
Java	Field	A variable associated with a class	JSON	Array	A list of elements in JSON	0
Java	Method	A block of code that defines behavior	JSON	Object	A collection of key-value pairs	0
Java	Method	A block of code that defines behavior	JSON	Property	A key-value pair within an object	0
Java	Method	A block of code that defines behavior	JSON	Function	A function defined within JSON	1
Java	Method	A block of code that defines behavior	JSON	Module	A reusable piece of JSON code	0
Java	Method	A block of code that defines behavior	JSON	Array	A list of elements in JSON	0
Java	Package	A namespace that organizes a set of related classes and interfaces	JSON	Module	A reusable piece of JSON code	1
Java	Package	A namespace that organizes a set of related classes and interfaces	JSON	Object	A collection of key-value pairs	0
Java	Package	A namespace that organizes a set of related classes and interfaces	JSON	Property	A key-value pair within an object	0
Java	Package	A namespace that organizes a set of related classes and interfaces	JSON	Function	A function defined within JSON	0
Java	Package	A namespace that organizes a set of related classes and interfaces	JSON	Array	A list of elements in JSON	0
